
Start time     : 2014-04-07T18:17:28
Program name   : esorex
Severity level : [ INFO  ] 

18:17:28 [ INFO  ] : Libraries used: CPL = 5.2.0, CFITSIO = 3.09, WCSLIB = 4.4.4, FFTW (single precision)

18:17:28 [ INFO  ] uves_initialize: **********************************
18:17:28 [ INFO  ] uves_initialize: *** FLAMES/UVES Pipeline 4.7.8 ***
18:17:28 [ INFO  ] uves_initialize: ***  Recipe: uves_obs_scired   ***
18:17:28 [ INFO  ] uves_initialize: **********************************
18:17:28 [ INFO  ] uves_initialize: This recipe reduces a science frame
18:17:28 [ INFO  ] uves_initialize:   Input frames
18:17:28 [ INFO  ] uves_print_cpl_frame:     RAW     SCIENCE_RED          'hem1341m1020_sci_564_01.fits'
18:17:28 [ INFO  ] uves_print_cpl_frame:     CALIB   MASTER_BIAS_REDL     'masterbias_redl.fits'
18:17:28 [ INFO  ] uves_print_cpl_frame:     CALIB   MASTER_BIAS_REDU     'masterbias_redu.fits'
18:17:28 [ INFO  ] uves_print_cpl_frame:     CALIB   MASTER_FLAT_REDL     'masterflat_redl.fits'
18:17:28 [ INFO  ] uves_print_cpl_frame:     CALIB   MASTER_FLAT_REDU     'masterflat_redu.fits'
18:17:28 [ INFO  ] uves_print_cpl_frame:     CALIB   ORDER_TABLE_REDL     'ordertable_redl.fits'
18:17:28 [ INFO  ] uves_print_cpl_frame:     CALIB   ORDER_TABLE_REDU     'ordertable_redu.fits'
18:17:28 [ INFO  ] uves_print_cpl_frame:     CALIB   LINE_TABLE_REDL      'linetable_redl.fits'
18:17:28 [ INFO  ] uves_print_cpl_frame:     CALIB   LINE_TABLE_REDU      'linetable_redu.fits'
18:17:28 [ INFO  ] load_raw_image:       Raw frame is red, new format, file 'hem1341m1020_sci_564_01.fits' has 2 extensions
18:17:28 [ INFO  ] uves_crop_and_rotate:       Raw image cropped and rotated from 2048x4096 to 4096x2048
18:17:28 [ INFO  ] uves_crop_and_rotate:       Raw image cropped and rotated from 2048x4096 to 4096x2048
18:17:28 [ INFO  ] uves_reduce_scired:   No atmospheric extinction table. Flux calibration not done
18:17:28 [ INFO  ] uves_reduce_scired: Processing REDL chip in 'hem1341m1020_sci_564_01.fits'
18:17:28 [ INFO  ] uves_reduce_scired:   Using master bias in 'masterbias_redl.fits'
18:17:28 [ INFO  ] uves_reduce_scired:   No master dark in SOF. Dark subtraction not done
18:17:29 [ INFO  ] uves_reduce_scired:   Using master flat in 'masterflat_redl.fits'
18:17:29 [ INFO  ] uves_reduce_scired:   Using order table in 'ordertable_redl.fits'
18:17:29 [ INFO  ] uves_reduce_scired:   Using line table(s) in 'linetable_redl.fits'
18:17:29 [ INFO  ] uves_reduce_scired:   Using line table(s) in 'linetable_redl.fits'
18:17:29 [ INFO  ] uves_reduce_scired:   Using line table(s) in 'linetable_redl.fits'
