
Start time     : 2014-03-05T13:26:49
Program name   : esorex
Severity level : [ INFO  ] 

13:26:49 [ INFO  ] : Libraries used: CPL = 5.2.0, CFITSIO = 3.09, WCSLIB = 4.4.4, FFTW (single precision)

13:26:49 [ INFO  ] uves_initialize: **********************************
13:26:49 [ INFO  ] uves_initialize: *** FLAMES/UVES Pipeline 4.7.8 ***
13:26:49 [ INFO  ] uves_initialize: ***  Recipe: uves_obs_scired   ***
13:26:49 [ INFO  ] uves_initialize: **********************************
13:26:49 [ INFO  ] uves_initialize: This recipe reduces a science frame
13:26:49 [ INFO  ] uves_initialize:   Input frames
13:26:49 [ INFO  ] uves_print_cpl_frame:     RAW     SCIENCE_BLUE         'hem1341m1020_sci_390_07.fits'
13:26:49 [ INFO  ] uves_print_cpl_frame:     CALIB   MASTER_BIAS_BLUE     'masterbias_blue.fits'
13:26:49 [ INFO  ] uves_print_cpl_frame:     CALIB   MASTER_FLAT_BLUE     'masterflat_blue.fits'
13:26:49 [ INFO  ] uves_print_cpl_frame:     CALIB   ORDER_TABLE_BLUE     'ordertable_blue.fits'
13:26:49 [ INFO  ] uves_print_cpl_frame:     CALIB   LINE_TABLE_BLUE      'linetable_blue.fits'
13:26:49 [ INFO  ] load_raw_image:       Raw frame is blue, new format, file 'hem1341m1020_sci_390_07.fits' has 0 extensions
13:26:49 [ INFO  ] uves_crop_and_rotate:       Raw image cropped and rotated from 2048x3000 to 3000x2048
13:26:49 [ INFO  ] uves_reduce_scired:   No atmospheric extinction table. Flux calibration not done
13:26:49 [ INFO  ] uves_reduce_scired: Processing BLUE chip in 'hem1341m1020_sci_390_07.fits'
13:26:49 [ INFO  ] uves_reduce_scired:   Using master bias in 'masterbias_blue.fits'
13:26:49 [ INFO  ] uves_reduce_scired:   No master dark in SOF. Dark subtraction not done
13:26:50 [ INFO  ] uves_reduce_scired:   Using master flat in 'masterflat_blue.fits'
13:26:50 [ INFO  ] uves_reduce_scired:   Using order table in 'ordertable_blue.fits'
13:26:50 [ INFO  ] uves_reduce_scired:   Using line table(s) in 'linetable_blue.fits'
13:26:50 [ INFO  ] uves_reduce_scired:   Using line table(s) in 'linetable_blue.fits'
13:26:50 [ INFO  ] uves_reduce_scired:   Using line table(s) in 'linetable_blue.fits'
13:26:50 [ INFO  ] uves_scired_process_chip:   Reducing science object
13:26:50 [ INFO  ] uves_reduce:     Subtracting master bias
13:26:50 [ INFO  ] uves_reduce:     Skipping dark subtraction
13:26:50 [ INFO  ] uves_save_image_local:       Bias/dark subtracted raw image saved to 'pre_blue.fits'
13:26:50 [ INFO  ] uves_reduce:     Creating noise image
13:26:50 [ INFO  ] uves_save_image_local:       Background subtracted raw image noise saved to 'errb_blue.fits'
13:26:50 [ INFO  ] uves_reduce:     Subtracting inter-order background
13:26:50 [ INFO  ] uves_backsub_spline:       Sample window (pixels): radx, rady = 18, 2
13:26:51 [ INFO  ] uves_backsub_spline:       Smoothing window (pixels): smox, smoy = 219, 200
13:26:51 [ INFO  ] uves_backsub_spline:       Subtracting background image
13:26:51 [ INFO  ] uves_save_image_local:       Background subtracted raw image saved to 'b_blue.fits'
13:26:51 [ INFO  ] uves_save_image_local:       Master flat image saved to 'mf_blue.fits'
13:26:51 [ INFO  ] uves_reduce:     Creating master flat noise image
13:26:51 [ INFO  ] uves_save_image_local:       Master flat noise saved to 'errmf_blue.fits'
13:26:51 [ INFO  ] uves_reduce:     Slit length = 30.52 pixels
13:26:51 [ INFO  ] extract_ff_rebin_merge:       Extracting object
13:26:51 [ INFO  ] uves_extract:         Estimated S/N is 4.59, auto-selecting profile measuring method 'gauss'
13:26:51 [ INFO  ] uves_extract:           Slit length = 30.5 pixels; offset = 0.0 pixel(s)
13:26:51 [ INFO  ] opt_extract_sky:           Defining sky region
13:26:51 [ INFO  ] opt_extract_sky:             23/34 sky pixels
13:26:51 [ INFO  ] opt_extract_sky:           Subtracting sky (method = median of sky channels)
13:26:52 [ INFO  ] uves_extract:         Measuring spatial profile (method = gauss, chunk = 32 bins)
13:26:52 [ INFO  ] opt_measure_profile:           Order 1 : Chi^2/N = 1.15; FWHM = 8.84 pix; Offset = 0.57 pix
13:26:52 [ INFO  ] opt_measure_profile:           Order 2 : Chi^2/N = 1.18; FWHM = 8.03 pix; Offset = 0.06 pix
13:26:53 [ INFO  ] opt_measure_profile:           Order 3 : Chi^2/N = 1.19; FWHM = 7.85 pix; Offset = 0.08 pix
13:26:54 [ INFO  ] opt_measure_profile:           Order 4 : Chi^2/N = 1.23; FWHM = 7.46 pix; Offset = -0.01 pix
